Date,Is returning customer,Gross sales,Discounts,Returns,Net sales,Shipping,Tax,Duties,Total sales,Orders,Customer count,Ordered quantity,Returned quantity,Net quantity,Units per transaction,Avg. order value,Cost of goods sold,Gross profit,Items,Avg. number of items
2025-03-06,FALSE,142.5,17.63,0,124.87,27.84,0,0,152.71,3,3,13,0,13,4.33,41.62,47.28,77.59,,
2025-03-06,TRUE,1742.76,40.08,0,1702.68,172.37,0,0,1875.05,32,32,100,0,100,3.13,53.21,590.5,1112.18,,
2025-03-07,FALSE,248.5,0,0,248.5,26.5,0,0,275,4,4,18,0,18,4.5,62.13,79.9,168.6,,
2025-03-07,TRUE,584.88,28.88,0,556,86.03,0,0,642.03,12,10,19,0,19,1.58,46.33,204.16,351.84,,
2025-03-08,FALSE,138.7,17.83,0,120.87,19.2,0,0,140.07,3,3,10,0,10,3.33,40.29,60.38,60.49,,
2025-03-08,TRUE,589.7,14.88,0,574.82,52.47,0,0,627.29,10,10,27,0,27,2.7,57.48,234.5,340.32,,
2025-03-09,FALSE,47.5,9.5,0,38,10.39,0,0,48.39,1,1,1,0,1,1,38,15.16,22.84,,
2025-03-09,TRUE,76.5,0,0,76.5,19,0,0,95.5,4,3,6,0,6,1.5,19.13,26.27,50.23,,
2025-03-10,FALSE,163,7.5,0,155.5,38.63,0,0,194.13,4,4,10,0,10,2.5,38.88,63.4,92.1,,
2025-03-10,TRUE,482.9,13.2,0,469.7,53.29,0,0,522.99,8,7,27,0,27,3.38,58.71,164.97,304.73,,
2025-03-11,FALSE,662.5,1.25,0,661.25,22.62,1.31,0,685.18,9,9,26,0,26,2.89,73.47,211,450.25,,
2025-03-11,TRUE,604,31.83,0,572.17,96.59,0,0,668.76,19,18,38,0,38,2,30.11,192.89,379.28,,
2025-03-12,TRUE,561,0,0,561,28.08,0,0,589.08,8,8,28,0,28,3.5,70.13,215.98,345.02,,
2025-03-13,FALSE,50,5,0,45,8.81,0,0,53.81,1,1,5,0,5,5,45,15.71,29.29,,
2025-03-13,TRUE,22,8.8,0,13.2,8.87,0,0,22.07,3,3,3,0,3,1,4.4,9.71,3.49,,
2025-03-14,FALSE,124,0,0,124,20.08,0,0,144.08,3,3,10,0,10,3.33,41.33,33.04,90.96,,
2025-03-14,TRUE,444.7,23.8,0,420.9,40.83,2.22,0,463.95,9,8,21,0,21,2.33,46.77,158.26,262.64,,
2025-03-15,FALSE,59.5,1.25,0,58.25,19.67,0,0,77.92,2,2,4,0,4,2,29.13,21.17,37.08,,
2025-03-15,TRUE,372.5,19.63,0,352.87,45.45,0,0,398.32,7,7,17,0,17,2.43,50.41,132.42,220.45,,
2025-03-16,FALSE,89.5,2.2,0,87.3,9.94,0,0,97.24,2,2,8,0,8,4,43.65,33.83,53.47,,
2025-03-16,TRUE,211,10.13,0,200.87,17.62,0,0,218.49,3,3,6,0,6,2,66.96,75.29,125.58,,
2025-03-17,TRUE,552.4,27.41,0,524.99,23.8,0,0,548.79,7,7,12,0,12,1.71,75,228.75,296.24,,
2025-03-18,FALSE,127.5,6,0,121.5,8.9,0,0,130.4,2,2,13,0,13,6.5,60.75,43.65,77.85,,
2025-03-18,TRUE,566.7,20.58,0,546.12,34.92,0,0,581.04,9,9,29,0,29,3.22,60.68,216.38,329.74,,
2025-03-19,FALSE,82,0,0,82,28.51,0,0,110.51,3,3,5,0,5,1.67,27.33,29.04,52.96,,
2025-03-19,TRUE,167.5,28.5,0,139,34.13,0,0,173.13,4,4,11,0,11,2.75,34.75,54.13,84.87,,
2025-03-20,FALSE,75,5.63,0,69.37,19.88,0,0,89.25,2,2,2,0,2,1,34.69,22.83,46.54,,
2025-03-20,TRUE,313,10.8,0,302.2,0,0,0,302.2,4,4,14,0,14,3.5,75.55,109.27,192.93,,
2025-03-21,FALSE,184,17.18,0,166.82,38.14,0,0,204.96,4,4,16,0,16,4,41.71,66.94,99.88,,
2025-03-21,TRUE,580.41,30.2,0,550.21,75.61,0,0,625.82,12,12,24,0,24,2,45.85,203.45,346.76,,
2025-03-22,FALSE,97,3.75,0,93.25,24.63,0,0,117.88,3,3,6,0,6,2,31.08,32.7,60.55,,
2025-03-22,TRUE,843.83,3.75,0,840.08,101.59,0,0,941.67,16,16,34,0,34,2.13,52.51,291.12,548.96,,
2025-03-23,FALSE,154.5,0,0,154.5,17.47,0,0,171.97,3,3,4,0,4,1.33,51.5,51.61,102.89,,
2025-03-23,TRUE,458,0,0,458,24.76,0,0,482.76,7,7,20,0,20,2.86,65.43,163.41,294.59,,
2025-03-24,FALSE,241.5,14.85,0,226.65,30.76,0,0,257.41,6,6,22,0,22,3.67,37.78,79.8,146.85,,
2025-03-24,TRUE,714.25,27.3,0,686.95,54.14,0,0,741.09,12,12,27,0,27,2.25,57.25,258.01,428.94,,
2025-03-25,FALSE,238.5,13.5,0,225,18.78,0,0,243.78,4,4,20,0,20,5,56.25,88.06,136.94,,
2025-03-25,TRUE,442.21,25.17,0,417.04,45.88,0,0,462.92,10,10,25,0,25,2.5,41.7,173.32,243.72,,
2025-03-26,FALSE,306,13.38,0,292.62,35.7,0,0,328.32,6,6,22,0,22,3.67,48.77,106.95,185.67,,
2025-03-26,TRUE,501.63,2.5,0,499.13,27.16,0,0,526.29,8,8,13,0,13,1.63,62.39,171.13,328,,
2025-03-27,FALSE,154.5,12.3,0,142.2,30.33,0,0,172.53,5,5,14,0,14,2.8,28.44,53.73,88.47,,
2025-03-27,TRUE,373,2.2,0,370.8,58.27,0,0,429.07,11,5,14,0,14,1.27,33.71,136.45,234.35,,
2025-03-28,FALSE,455.5,15.52,0,439.98,16.7,0,0,456.68,11,11,34,0,34,3.09,40,155.9,284.08,,
2025-03-28,TRUE,2313.75,17,0,2296.75,37.14,0,0,2333.89,57,57,147,0,147,2.58,40.29,774.57,1522.18,,
2025-03-29,TRUE,253.5,21.9,0,231.6,44.18,0,0,275.78,5,5,17,0,17,3.4,46.32,90.55,141.05,,
2025-03-30,FALSE,100,0,0,100,0,0,0,100,1,1,4,0,4,4,100,31.97,68.03,,
2025-03-30,TRUE,653.5,44.96,0,608.54,83.73,0,0,692.27,13,13,37,0,37,2.85,46.81,217.78,390.76,,
2025-03-31,FALSE,125,5.63,0,119.37,27.68,0,0,147.05,3,3,8,0,8,2.67,39.79,38.64,80.73,,
2025-03-31,TRUE,1736.26,3.75,0,1732.51,362,0,0,2094.51,47,44,81,0,81,1.72,36.86,542.91,1189.6,,
2025-04-01,FALSE,37.5,5.63,0,31.87,8.21,0,0,40.08,1,1,1,0,1,1,31.87,11.34,20.53,,
2025-04-01,TRUE,748,24.45,0,723.55,101.65,0,0,825.2,17,17,37,0,37,2.18,42.56,261.85,461.7,,
2025-04-02,FALSE,358,42.88,0,315.12,30.08,0,0,345.2,6,6,26,0,26,4.33,52.52,127.18,187.94,,
2025-04-02,TRUE,926.7,175,22.5,729.2,87.34,0,0,816.54,19,19,68,1,67,3.58,39.56,320.84,408.36,,
2025-04-03,FALSE,75,5.63,0,69.37,19.78,0,0,89.15,2,2,5,0,5,2.5,34.69,14.95,54.42,,
2025-04-03,TRUE,620.05,2.5,0,617.55,85.83,0,0,703.38,15,15,46,0,46,3.07,41.17,216.46,401.09,,
2025-04-04,FALSE,142.5,0,0,142.5,0,0,0,142.5,2,2,9,0,9,4.5,71.25,46.23,96.27,,
2025-04-04,TRUE,1183.59,122.21,0,1061.38,194.77,1.67,0,1257.82,24,24,74,0,74,3.08,44.22,420.65,640.73,,
2025-04-05,FALSE,47.5,0,0,47.5,8.4,0,0,55.9,1,1,1,0,1,1,47.5,15.12,32.38,,
2025-04-05,TRUE,519.5,24.75,0,494.75,63.59,0,0,558.34,10,9,38,0,38,3.8,49.48,186.34,308.41,,
2025-04-06,FALSE,110,8.13,0,101.87,30.58,0,0,132.45,3,3,10,0,10,3.33,33.96,36.71,65.16,,
2025-04-06,TRUE,1628.43,197.18,0,1431.25,127.73,0,0,1558.98,24,24,84,0,84,3.5,59.64,604.51,826.74,,
2025-04-07,FALSE,287.2,82.46,0,204.74,20.69,0,0,225.43,4,4,24,0,24,6,51.18,115.22,89.52,,
2025-04-07,TRUE,1433.6,202.82,0,1230.78,73.49,0,0,1304.27,22,21,92,0,92,4.18,55.94,505.55,725.23,,
2025-04-08,FALSE,95.13,5.35,0,89.78,25.86,0,0,115.64,3,3,9,0,9,3,29.93,33.52,56.26,,
2025-04-08,TRUE,1226.2,178.34,0,1047.86,52.75,0,0,1100.61,16,16,114,0,114,7.13,65.49,449.69,598.17,,
2025-04-09,FALSE,117.5,1.88,0,115.62,17.16,0,0,132.78,3,3,11,0,11,3.67,38.54,40.1,75.52,,
2025-04-09,TRUE,449,21.48,66,361.52,104.39,0,0,465.91,15,15,30,4,26,2,28.5,115.57,245.95,,
2025-04-10,FALSE,131.5,9.38,0,122.12,36.14,0,0,158.26,4,4,10,0,10,2.5,30.53,49.54,72.58,,
2025-04-10,TRUE,960.2,93.71,0,866.49,111.32,0,0,977.81,24,23,54,0,54,2.25,36.1,355.35,511.14,,
2025-04-11,FALSE,59.5,7.05,0,52.45,15.83,0,0,68.28,2,2,2,0,2,1,26.23,21.05,31.4,,
2025-04-11,TRUE,279.2,5,0,274.2,27.65,1.7,0,303.55,6,6,13,0,13,2.17,45.7,105.96,168.24,,
2025-04-12,FALSE,113.5,7.13,0,106.37,8.53,0,0,114.9,2,2,6,0,6,3,53.19,45,61.37,,
2025-04-12,TRUE,220,4.75,0,215.25,20.81,0,0,236.06,4,4,10,0,10,2.5,53.81,84.81,130.44,,
2025-04-13,FALSE,100,0,0,100,26.28,0,0,126.28,3,3,6,0,6,2,33.33,32.39,67.61,,
2025-04-13,TRUE,229.2,0,0,229.2,24.5,0,0,253.7,4,4,6,0,6,1.5,57.3,88.31,140.89,,
2025-04-14,FALSE,325.2,12.68,0,312.52,28.11,0,0,340.63,6,6,16,0,16,2.67,52.09,128.77,183.75,,
2025-04-14,TRUE,439.4,56.41,0,382.99,36.89,0,0,419.88,7,6,12,0,12,1.71,54.71,194.74,188.25,,
2025-04-15,FALSE,166,53.75,0,112.25,25.93,0,0,138.18,5,5,14,0,14,2.8,22.45,65.12,47.13,,
2025-04-15,TRUE,295.13,129.75,0,165.38,34.87,0,0,200.25,6,6,16,0,16,2.67,27.56,94.85,70.53,,
2025-04-16,FALSE,160,4.1,0,155.9,45.96,0,0,201.86,4,4,12,0,12,3,38.98,56.96,98.94,,
2025-04-16,TRUE,97.5,0,0,97.5,8.34,0,0,105.84,7,4,8,0,8,1.14,13.93,32.48,65.02,,
2025-04-17,FALSE,37.5,0,25,12.5,8.21,0,0,20.71,27,27,29,2,27,1.07,1.39,3.38,9.12,,
2025-04-17,TRUE,259,26.28,0,232.72,50.95,0,0,283.67,12,12,21,0,21,1.75,19.39,94.51,138.21,,
2025-04-18,FALSE,122.5,17.28,0,105.22,15.52,0,0,120.74,3,3,4,0,4,1.33,35.07,52.4,52.82,,
2025-04-18,TRUE,152.26,0,0,152.26,24.26,0,0,176.52,4,4,9,0,9,2.25,38.07,48.01,104.25,,
2025-04-19,FALSE,75,5.63,0,69.37,19.31,0,0,88.68,2,2,2,0,2,1,34.69,24.36,45.01,,
2025-04-19,TRUE,542.63,8.93,0,533.7,72.37,0,0,606.07,12,12,23,0,23,1.92,44.48,189.93,343.77,,
2025-04-20,FALSE,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,,0,,
2025-04-20,TRUE,240,18.63,0,221.37,34.58,0,0,255.95,5,5,12,0,12,2.4,44.27,84.54,136.83,,
2025-04-21,FALSE,37.5,37.5,0,0,0,0,0,0,1,1,3,0,3,3,0,11.54,-11.54,,
2025-04-21,TRUE,292.5,0,0,292.5,16.1,0,0,308.6,5,5,15,0,15,3,58.5,97.7,194.8,,
2025-04-22,FALSE,178.2,22.44,0,155.76,6.52,0,0,162.28,2,2,2,0,2,1,77.88,87.39,68.37,,
2025-04-22,TRUE,421.9,62.5,0,359.4,32.01,0,0,391.41,8,7,23,0,23,2.88,44.93,182.35,177.05,,
2025-04-23,FALSE,37.5,3.75,0,33.75,12.16,0,0,45.91,1,1,4,0,4,4,33.75,11.83,21.92,,
2025-04-23,TRUE,393.5,16.65,0,376.85,52.02,0,0,428.87,7,7,24,0,24,3.43,53.84,150,226.85,,
2025-04-24,FALSE,164.5,5.63,0,158.87,23.18,0,0,182.05,5,5,16,0,16,3.2,31.77,56.77,102.1,,
2025-04-24,TRUE,227.13,12.55,0,214.58,31.84,0,0,246.42,5,5,12,0,12,2.4,42.92,59.29,155.29,,
2025-04-25,FALSE,322,13.2,0,308.8,19.48,0,0,328.28,9,9,27,0,27,3,34.31,105.65,203.15,,
2025-04-25,TRUE,1293.13,0,0,1293.13,55.64,0,0,1348.77,38,34,96,0,96,2.53,34.03,417.87,875.26,,
2025-04-26,FALSE,122.5,0,0,122.5,35.64,0,0,158.14,3,3,12,0,12,4,40.83,40.07,82.43,,
2025-04-26,TRUE,332.7,20.63,0,312.07,8.4,0,0,320.47,4,4,21,0,21,5.25,78.02,128.49,183.58,,
2025-04-27,FALSE,104.2,0,0,104.2,11.31,0,0,115.51,2,2,3,0,3,1.5,52.1,46.95,57.25,,
2025-04-27,TRUE,595.5,25.4,0,570.1,80.25,0,0,650.35,11,11,36,0,36,3.27,51.83,219.25,350.85,,
2025-04-28,FALSE,858,8.7,0,849.3,138.49,0,0,987.79,22,22,30,0,30,1.36,38.6,250.21,599.09,,
2025-04-28,TRUE,1135.83,13.15,0,1122.68,112.77,0,0,1235.45,22,22,54,0,54,2.45,51.03,379.12,743.56,,
2025-04-29,FALSE,179,15,0,164,16.93,0,0,180.93,3,3,15,0,15,5,54.67,57.36,106.64,,
2025-04-29,TRUE,232,4.35,0,227.65,30.48,0,0,258.13,5,5,9,0,9,1.8,45.53,79.51,148.14,,
2025-04-30,FALSE,116,15.95,0,100.05,22.63,0,0,122.68,3,3,3,0,3,1,33.35,33.52,66.53,,
2025-04-30,TRUE,390.33,8.8,66,315.53,43.41,0,0,358.94,9,8,13,1,12,1.44,42.39,157.7,157.83,,
2025-05-01,FALSE,601,51.23,29,520.77,62.09,0,0,582.86,12,12,31,1,30,2.58,45.81,169.44,351.33,,
2025-05-01,TRUE,730.9,5,0,725.9,109.63,0,0,835.53,18,18,44,0,44,2.44,40.33,271.19,454.71,,
2025-05-02,FALSE,305.5,7.78,0,297.72,48.69,0,0,346.41,7,7,18,0,18,2.57,42.53,97.01,200.71,,
2025-05-02,TRUE,760.7,57.33,0,703.37,67.13,0,0,770.5,13,12,26,0,26,2,54.11,258.3,445.07,,
2025-05-03,FALSE,91.5,11.43,0,80.07,30.08,0,0,110.15,3,3,7,0,7,2.33,26.69,27.67,52.4,,
2025-05-03,TRUE,298.13,6.3,0,291.83,45.04,0,0,336.87,6,6,12,0,12,2,48.64,79.14,212.69,,
2025-05-04,FALSE,410.5,17.4,0,393.1,42.15,0,0,435.25,8,8,9,0,9,1.13,49.14,121.62,271.48,,
2025-05-04,TRUE,379.63,19.3,0,360.33,46.57,0,0,406.9,6,6,20,0,20,3.33,60.06,137.85,222.48,,
2025-05-05,FALSE,187,68.13,0,118.87,27.22,0,0,146.09,5,5,12,0,12,2.4,23.77,56.94,61.93,,
2025-05-05,TRUE,267.5,10,0,257.5,47.51,0,0,305.01,7,7,15,0,15,2.14,36.79,88.76,168.74,,
2025-05-06,FALSE,661,48.61,0,612.39,93.19,0,0,705.58,12,12,27,0,27,2.25,51.03,198.5,413.89,,
2025-05-06,TRUE,942.13,41.03,0,901.1,66.5,0,0,967.6,22,20,51,0,51,2.32,40.96,314.23,586.87,,
2025-05-07,FALSE,240.5,17.4,0,223.1,25.41,0,0,248.51,4,4,4,0,4,1,55.78,70.21,152.89,,
2025-05-07,TRUE,902,185.63,0,716.37,125.97,0,0,842.34,21,9,34,0,34,1.62,34.11,245.45,470.92,,
2025-05-08,FALSE,852,98.53,0,753.47,68.28,0,0,821.75,7,7,37,0,37,5.29,107.64,318.78,434.69,,
2025-05-08,TRUE,501.5,97,0,404.5,56.77,0,0,461.27,10,7,23,0,23,2.3,40.45,176.74,227.76,,
2025-05-09,FALSE,216,9.15,0,206.85,21.51,0,0,228.36,4,4,12,0,12,3,51.71,66.32,140.53,,
2025-05-09,TRUE,468,307.5,0,160.5,29.56,0,0,190.06,5,5,18,0,18,3.6,32.1,173.29,-12.79,,
2025-05-10,FALSE,1215,4.15,0,1210.85,8.21,3,0,1222.06,45,3,56,0,56,1.24,26.91,176.33,1034.52,,
2025-05-10,TRUE,232.5,0,0,232.5,8.66,0,0,241.16,3,3,4,0,4,1.33,77.5,89.27,143.23,,
2025-05-11,FALSE,437,19.28,0,417.72,70.12,0,0,487.84,10,10,16,0,16,1.6,41.77,125.03,292.69,,
2025-05-11,TRUE,130.5,56.9,0,73.6,14.81,0,0,88.41,3,3,9,0,9,3,24.53,40.68,32.92,,
2025-05-12,FALSE,187,10.15,0,176.85,28.51,0,0,205.36,4,4,10,0,10,2.5,44.21,56.78,120.07,,
2025-05-12,TRUE,487.5,38.88,0,448.62,40.38,0,0,489,9,9,32,0,32,3.56,49.85,161.64,286.98,,
2025-05-13,FALSE,327.5,28.4,0,299.1,62.91,0,0,362.01,10,10,10,1,9,1,29.91,96.82,202.28,,
2025-05-13,TRUE,546.5,23.2,0,523.3,36.59,0,0,559.89,11,9,22,0,22,2,47.57,171.45,351.85,,
2025-05-14,FALSE,304.5,9.5,58,237,45.75,0,0,282.75,7,7,11,1,10,1.57,42.14,76,161,,
2025-05-14,TRUE,403,12.03,0,390.97,24.86,0,0,415.83,7,7,18,0,18,2.57,55.85,151.49,239.48,,
2025-05-15,FALSE,37.5,0,0,37.5,12,0,0,49.5,1,1,3,0,3,3,37.5,12.47,25.03,,
2025-05-15,TRUE,465.2,40.13,0,425.07,45.14,0,0,470.21,8,7,12,0,12,1.5,53.13,155.7,269.37,,
2025-05-16,FALSE,385.5,8.7,0,376.8,21.84,0,0,398.64,7,7,17,0,17,2.43,53.83,126.57,250.23,,
2025-05-16,TRUE,160,30.75,0,129.25,33.48,0,0,162.73,4,4,6,0,6,1.5,32.31,55.47,73.78,,
2025-05-17,FALSE,2289,20.88,0,2268.12,41.06,0,0,2309.18,95,9,136,0,136,1.43,23.87,783.03,1485.09,,
2025-05-17,TRUE,100,0,0,100,0,0,0,100,2,2,4,0,4,2,50,28.71,71.29,,
2025-05-18,FALSE,286,22.6,0,263.4,56.99,0,0,320.39,7,7,9,0,9,1.29,37.63,83.73,179.67,,
2025-05-18,TRUE,407.5,56,0,351.5,34.01,0,0,385.51,6,6,18,0,18,3,58.58,146.84,204.66,,
2025-05-19,FALSE,325.55,27.43,0,298.12,38.84,0,0,336.96,6,6,14,0,14,2.33,49.69,99.07,199.05,,
2025-05-19,TRUE,327,43.85,0,283.15,48.64,0,0,331.79,11,9,22,0,22,2,25.74,106.46,176.69,,
2025-05-20,FALSE,385.2,21.87,0,363.33,27.84,9.65,0,400.82,7,7,7,0,7,1,51.9,132.66,230.67,,
2025-05-20,TRUE,200,0,0,200,0,5.77,0,205.77,4,4,10,0,10,2.5,50,75.21,124.79,,
2025-05-21,FALSE,116,8.7,0,107.3,21.06,0,0,128.36,4,4,4,0,4,1,26.83,33.52,73.78,,
2025-05-21,TRUE,1783.5,255.2,0,1528.3,61.12,0,0,1589.42,26,24,68,0,68,2.62,58.78,596.12,932.18,,
2025-05-22,FALSE,543.7,104.02,25,414.68,36.86,0,0,451.54,11,11,31,1,30,2.82,39.97,171.08,243.6,,
2025-05-22,TRUE,1398,217.6,0,1180.4,38.66,7.5,0,1226.56,18,18,53,0,53,2.94,65.58,498.2,682.2,,
2025-05-23,FALSE,345.5,54.25,0,291.25,12.98,0,0,304.23,5,5,14,0,14,2.8,58.25,118.64,172.61,,
2025-05-23,TRUE,1510,300.55,0,1209.45,117.31,0,0,1326.76,24,24,88,0,88,3.67,50.39,489.18,720.27,,
2025-05-24,FALSE,2235.5,66.15,25,2144.35,33.13,0,0,2177.48,93,12,132,2,130,1.42,23.33,742.59,1401.76,,
2025-05-24,TRUE,1049.5,207.4,0,842.1,51.95,0,0,894.05,15,15,46,0,46,3.07,56.14,384.27,457.83,,
2025-05-25,FALSE,790,89.5,0,700.5,57.86,0,0,758.36,10,10,40,0,40,4,70.05,297.63,402.87,,
2025-05-25,TRUE,570.5,89,0,481.5,21.22,0,0,502.72,8,7,25,0,25,3.13,60.19,200.25,281.25,,
2025-05-26,FALSE,675,128.75,0,546.25,14.18,0,0,560.43,4,4,14,0,14,3.5,136.56,277.97,268.28,,
2025-05-26,TRUE,993.5,183,0,810.5,67.74,0,0,878.24,15,15,45,0,45,3,54.03,367.5,443,,
2025-05-27,FALSE,112.5,0,0,112.5,0,0,0,112.5,1,1,2,0,2,2,112.5,40.47,72.03,,
2025-05-27,TRUE,856.63,109,0,747.63,24.02,0,0,771.65,9,9,51,0,51,5.67,83.07,305.07,442.56,,
2025-05-28,FALSE,212,62.5,0,149.5,29.43,0,0,178.93,5,5,14,0,14,2.8,29.9,63.91,85.59,,
2025-05-28,TRUE,316.83,24.75,0,292.08,39.09,0,0,331.17,9,7,14,0,14,1.56,32.45,116.2,175.88,,
2025-05-29,FALSE,186.5,2.9,0,183.6,40.13,0,0,223.73,6,6,7,0,7,1.17,30.6,54.06,129.54,,
2025-05-29,TRUE,524.13,12.5,0,511.63,23.96,0,0,535.59,6,6,33,0,33,5.5,85.27,190.56,321.07,,
2025-05-30,FALSE,442,116.1,0,325.9,54.98,0,0,380.88,8,8,19,0,19,2.38,40.74,141.21,184.69,,
2025-05-30,TRUE,204.13,5,0,199.13,34.09,0,0,233.22,5,5,6,0,6,1.2,39.83,66.05,133.08,,
2025-05-31,FALSE,2045,33.53,12.5,1998.97,47.25,0,0,2046.22,95,10,125,1,124,1.32,21.17,700.73,1298.24,,
2025-05-31,TRUE,256.5,13.5,0,243,45.32,0,0,288.32,6,6,13,0,13,2.17,40.5,91.36,151.64,,
2025-06-01,FALSE,694.5,11.25,0,683.25,23.05,0,0,706.3,27,4,43,0,43,1.59,25.31,238.28,444.97,,
2025-06-01,TRUE,338.5,0,0,338.5,21.51,0,0,360.01,5,5,13,0,13,2.6,67.7,104.94,233.56,,
2025-06-02,FALSE,358,11.25,0,346.75,21.47,0,0,368.22,5,5,15,0,15,3,69.35,130.34,216.41,,
2025-06-02,TRUE,25,10,0,15,7.14,0,0,22.14,1,1,1,0,1,1,15,9.71,5.29,,
2025-06-03,FALSE,635.5,41.05,0,594.45,116.03,0,0,710.48,15,15,19,0,19,1.27,39.63,190.64,403.81,,
2025-06-03,TRUE,290.63,7.5,0,283.13,42.63,0,0,325.76,6,6,14,0,14,2.33,47.19,101.59,181.54,,
2025-06-04,FALSE,808.5,25.5,0,783,141.04,0,0,924.04,21,21,28,0,28,1.33,37.29,236.82,546.18,,
2025-06-04,TRUE,240.5,0,0,240.5,16.61,0,0,257.11,5,5,9,0,9,1.8,48.1,91.65,148.85,,
2025-06-05,FALSE,261,8.7,0,252.3,54.56,0,0,306.86,8,8,8,0,8,1,31.54,75.42,176.88,,
2025-06-05,TRUE,1100.75,318.5,0,782.25,61.99,0,0,844.24,15,15,47,0,47,3.13,52.15,370.59,411.66,,
2025-06-06,FALSE,320.55,17.05,0,303.5,54.13,0,0,357.63,9,9,13,0,13,1.44,33.72,85.64,217.86,,
2025-06-06,TRUE,228.63,0,0,228.63,16.87,0,0,245.5,3,3,6,0,6,2,76.21,86.93,141.7,,
2025-06-07,FALSE,1882.5,20.35,0,1862.15,37.06,0,0,1899.21,82,6,106,0,106,1.29,22.71,652.37,1209.78,,
2025-06-07,TRUE,165,2.5,0,162.5,0,0,0,162.5,4,4,6,0,6,1.5,40.63,56.24,106.26,,
2025-06-08,FALSE,1032,21.38,12.5,998.12,53.18,0,0,1051.3,42,9,55,1,54,1.31,24.06,353.23,644.89,,
2025-06-08,TRUE,457.13,7.5,0,449.63,36.27,0,0,485.9,7,6,22,0,22,3.14,64.23,170.46,279.17,,
2025-06-09,FALSE,385.5,25.6,0,359.9,49.84,0,0,409.74,9,9,13,0,13,1.44,39.99,126.34,233.56,,
2025-06-09,TRUE,625.5,28.3,0,597.2,25.02,0,0,622.22,8,8,18,0,18,2.25,74.65,197.15,400.05,,
2025-06-10,FALSE,348,23.55,0,324.45,16.88,3.88,0,345.21,4,4,5,0,5,1.25,81.11,132.77,191.68,,
2025-06-10,TRUE,375.5,5.8,0,369.7,28.86,5.77,0,404.33,6,5,16,0,16,2.67,61.62,130.38,239.32,,
2025-06-11,FALSE,290.5,14.5,0,276,38.42,0,0,314.42,7,7,12,0,12,1.71,39.43,90.02,185.98,,
2025-06-11,TRUE,265,67.5,0,197.5,27.21,0,0,224.71,12,10,23,0,23,1.92,16.46,94.19,103.31,,
2025-06-12,FALSE,153.5,7.25,0,146.25,19.98,0,0,166.23,4,4,7,0,7,1.75,36.56,45.49,100.76,,
2025-06-12,TRUE,563.38,0,0,563.38,63.37,0,0,626.75,9,9,35,0,35,3.89,62.6,218.66,344.72,,
2025-06-13,FALSE,95.5,8.7,0,86.8,16.68,0,0,103.48,2,2,3,0,3,1.5,43.4,30.95,55.85,,
2025-06-13,TRUE,155,0,0,155,18.45,0,0,173.45,3,3,13,0,13,4.33,51.67,56.52,98.48,,
2025-06-14,FALSE,1457.5,0,0,1457.5,13.41,0,0,1470.91,69,7,86,0,86,1.25,21.12,489.1,968.4,,
2025-06-14,TRUE,170.5,2.5,0,168,24.31,0,0,192.31,4,4,6,0,6,1.5,42,51.37,116.63,,
2025-06-15,FALSE,701,10.55,0,690.45,38.7,0,0,729.15,33,6,43,0,43,1.3,20.92,234.65,455.8,,
2025-06-15,TRUE,185.45,34,0,151.45,31.01,0,0,182.46,7,7,9,0,9,1.29,21.64,70.03,81.42,,
2025-06-16,FALSE,197.55,16.59,0,180.96,37.86,0,0,218.82,6,6,8,0,8,1.33,30.16,57.86,123.1,,
2025-06-16,TRUE,194,0,0,194,0,0,0,194,6,3,21,2,19,3.5,32.33,64.75,129.25,,
2025-06-17,FALSE,66.5,0,0,66.5,15.15,0,0,81.65,2,2,5,0,5,2.5,33.25,20.12,46.38,,
2025-06-17,TRUE,504.39,53,0,451.39,32.56,0,0,483.95,7,7,15,0,15,2.14,64.48,190.82,260.57,,
2025-06-18,FALSE,232,10.15,0,221.85,42.83,0,0,264.68,6,6,6,0,6,1,36.98,67.04,154.81,,
2025-06-18,TRUE,185,0,0,185,9.67,0,0,194.67,3,3,16,0,16,5.33,61.67,63.15,121.85,,
2025-06-19,FALSE,456,53.05,0,402.95,46.17,0,0,449.12,7,7,9,0,9,1.29,57.56,135.15,267.8,,
2025-06-19,TRUE,127.55,15.63,0,111.92,31.76,0,0,143.68,4,4,10,0,10,2.5,27.98,42.08,69.84,,
2025-06-20,FALSE,351.5,3.75,0,347.75,8.53,0,0,356.28,6,6,12,0,12,2,57.96,111.67,236.08,,
2025-06-20,TRUE,2638.5,81.63,0,2556.87,49.95,0,0,2606.82,55,54,144,0,144,2.62,46.49,929.12,1627.75,,
2025-06-21,FALSE,1837,6.85,25,1805.15,31.53,0,0,1836.68,81,6,111,2,109,1.37,22.59,634.64,1170.51,,
2025-06-21,TRUE,410,5,0,405,31,0,0,436,8,8,16,0,16,2,50.63,148.36,256.64,,
2025-06-22,FALSE,824.25,10.69,0,813.56,35.94,0,0,849.5,34,6,40,0,40,1.18,23.93,282.98,530.58,,
2025-06-22,TRUE,270,20,0,250,33.97,0,0,283.97,5,5,9,0,9,1.8,50,86.9,163.1,,
2025-06-23,FALSE,511.5,13.3,0,498.2,69.53,0,0,567.73,11,11,24,0,24,2.18,45.29,170.69,327.51,,
